 NPOZ,NLIM,MEAN1,MEAN2,P,B,M1DM2,NLIM1,B1,N100MB,PN,PP,BPN,BPP,UNK1,UNK2
   36 , 16  ,     60.0000   ,       7.00,      358935,  19.94,    8.57,  16,  19.94,  80.06,  95385,   1333080,   5.35,  74.71,     10000,      7406
   36 , 16  ,     70.0000   ,       7.00,      366070,  20.34,   10.00,  16,  20.34,  79.66,  97610,   1317240,   5.50,  74.17,     10000,      7318
   36 , 16  ,     80.0000   ,       7.00,      418350,  23.24,   11.43,  16,  23.24,  76.76, 111390,   1233720,   6.36,  70.40,     10000,      6854
   36 , 16  ,     90.0000   ,       7.00,      454990,  25.28,   12.86,  16,  25.28,  74.72, 121010,   1209060,   6.80,  67.92,     10000,      6717
   36 , 16  ,    100.0000   ,       7.00,      455600,  25.31,   14.29,  16,  25.31,  74.69, 116260,   1172700,   6.74,  67.95,     10000,      6515
   36 , 16  ,     10.0000   ,       9.00,       63405,   3.52,    1.11,  16,   3.52,  96.48,  16155,   1705860,   0.91,  95.57,     10000,      9477
   36 , 16  ,     20.0000   ,       9.00,      122315,   6.80,    2.22,  16,   6.80,  93.20,  31585,   1634040,   1.77,  91.44,     10000,      9078
   36 , 16  ,     30.0000   ,       9.00,      185880,  10.33,    3.33,  16,  10.33,  89.67,  48840,   1545300,   2.75,  86.93,     10000,      8585
   36 , 16  ,     40.0000   ,       9.00,      240615,  13.37,    4.44,  16,  13.37,  86.63,  63405,   1468620,   3.59,  83.05,     10000,      8159
   36 , 16  ,     50.0000   ,       9.00,      261140,  14.51,    5.56,  16,  14.51,  85.49,  68980,   1459620,   3.86,  81.63,     10000,      8109
   36 , 16  ,     60.0000   ,       9.00,      280315,  15.57,    6.67,  16,  15.57,  84.43,  75545,   1403460,   4.31,  80.11,     10000,      7797
   36 , 16  ,     70.0000   ,       9.00,      308820,  17.16,    7.78,  16,  17.16,  82.84,  81240,   1401120,   4.54,  78.30,     10000,      7784
   36 , 16  ,     80.0000   ,       9.00,      353075,  19.62,    8.89,  16,  19.62,  80.38,  93325,   1343880,   5.22,  75.16,     10000,      7466
   36 , 16  ,     90.0000   ,       9.00,      385500,  21.42,   10.00,  16,  21.42,  78.58, 101760,   1304280,   5.69,  72.90,     10000,      7246
   36 , 16  ,    100.0000   ,       9.00,      394410,  21.91,   11.11,  16,  21.91,  78.09,  99870,   1296900,   5.58,  72.50,     10000,      7205
   36 , 16  ,     10.0000   ,      11.00,       55815,   3.10,    0.91,  16,   3.10,  96.90,  14205,   1710900,   0.80,  96.10,     10000,      9505
   36 , 16  ,     20.0000   ,      11.00,      100380,   5.58,    1.82,  16,   5.58,  94.42,  25800,   1610820,   1.49,  92.93,     10000,      8949
   36 , 16  ,     30.0000   ,      11.00,      147365,   8.19,    2.73,  16,   8.19,  91.81,  39115,   1592280,   2.20,  89.61,     10000,      8846
   36 , 16  ,     40.0000   ,      11.00,      202500,  11.25,    3.64,  16,  11.25,  88.75,  53280,   1531800,   2.98,  85.77,     10000,      8510
   36 , 16  ,     50.0000   ,      11.00,      222830,  12.38,    4.55,  16,  12.38,  87.62,  58870,   1498140,   3.31,  84.31,     10000,      8323
   36 , 16  ,     60.0000   ,      11.00,      244820,  13.60,    5.45,  16,  13.60,  86.40,  65140,   1437120,   3.75,  82.65,     10000,      7984
   36 , 16  ,     70.0000   ,      11.00,      272180,  15.12,    6.36,  16,  15.12,  84.88,  70720,   1449000,   3.95,  80.93,     10000,      8050
   36 , 16  ,     80.0000   ,      11.00,      307735,  17.10,    7.27,  16,  17.10,  82.90,  81245,   1380060,   4.61,  78.29,     10000,      7667
   36 , 16  ,     90.0000   ,      11.00,      345080,  19.17,    8.18,  16,  19.17,  80.83,  91240,   1350000,   5.12,  75.71,     10000,      7500
   36 , 16  ,    100.0000   ,      11.00,      347285,  19.29,    9.09,  16,  19.29,  80.71,  88135,   1319220,   5.05,  75.65,     10000,      7329
   36 , 16  ,     10.0000   ,      13.00,       49425,   2.75,    0.77,  16,   2.75,  97.25,  12675,   1703700,   0.72,  96.54,     10000,      9465
   36 , 16  ,     20.0000   ,      13.00,       91365,   5.08,    1.54,  16,   5.08,  94.92,  23655,   1639260,   1.35,  93.57,     10000,      9107
   36 , 16  ,     30.0000   ,      13.00,      129745,   7.21,    2.31,  16,   7.21,  92.79,  34595,   1614420,   1.95,  90.85,     10000,      8969
   36 , 16  ,     40.0000   ,      13.00,      181665,  10.09,    3.08,  16,  10.09,  89.91,  47655,   1561680,   2.66,  87.25,     10000,      8676
   36 , 16  ,     50.0000   ,      13.00,      185415,  10.30,    3.85,  16,  10.30,  89.70,  48585,   1463400,   2.88,  86.82,     10000,      8130
   36 , 16  ,     60.0000   ,      13.00,      215080,  11.95,    4.62,  16,  11.95,  88.05,  57260,   1418220,   3.42,  84.63,     10000,      7879
   36 , 16  ,     70.0000   ,      13.00,      243625,  13.53,    5.38,  16,  13.53,  86.47,  63275,   1440540,   3.64,  82.83,     10000,      8003
   36 , 16  ,     80.0000   ,      13.00,      273040,  15.17,    6.15,  16,  15.17,  84.83,  70760,   1312920,   4.34,  80.49,     10000,      7294
   36 , 16  ,     90.0000   ,      13.00,      307920,  17.11,    6.92,  16,  17.11,  82.89,  79800,   1263600,   4.92,  77.97,     10000,      7020
   36 , 16  ,    100.0000   ,      13.00,      329450,  18.30,    7.69,  16,  18.30,  81.70,  82570,   1316880,   4.82,  76.88,     10000,      7316
   36 , 16  ,     10.0000   ,      15.00,       43390,   2.41,    0.67,  16,   2.41,  97.59,  11330,   1728900,   0.64,  96.95,     10000,      9605
   36 , 16  ,     20.0000   ,      15.00,       83140,   4.62,    1.33,  16,   4.62,  95.38,  21440,   1677240,   1.20,  94.18,     10000,      9318
   36 , 16  ,     30.0000   ,      15.00,      112770,   6.26,    2.00,  16,   6.26,  93.74,  29610,   1632780,   1.67,  92.07,     10000,      9071
   36 , 16  ,     40.0000   ,      15.00,      160615,   8.92,    2.67,  16,   8.92,  91.08,  41885,   1538640,   2.41,  88.66,     10000,      8548
   36 , 16  ,     50.0000   ,      15.00,      166025,   9.22,    3.33,  16,   9.22,  90.78,  42415,   1582380,   2.37,  88.41,     10000,      8791
   36 , 16  ,     60.0000   ,      15.00,      204555,  11.36,    4.00,  16,  11.36,  88.64,  53565,   1447740,   3.16,  85.47,     10000,      8043
   36 , 16  ,     70.0000   ,      15.00,      230835,  12.82,    4.67,  16,  12.82,  87.18,  59685,   1383300,   3.61,  83.57,     10000,      7685
   36 , 16  ,     80.0000   ,      15.00,      257675,  14.32,    5.33,  16,  14.32,  85.68,  66685,   1386180,   3.93,  81.75,     10000,      7701
   36 , 16  ,     90.0000   ,      15.00,      289865,  16.10,    6.00,  16,  16.10,  83.90,  74995,   1418940,   4.21,  79.68,     10000,      7883
   36 , 16  ,    100.0000   ,      15.00,      304350,  16.91,    6.67,  16,  16.91,  83.09,  75270,   1413720,   4.20,  78.89,     10000,      7854
   36 , 16  ,     10.0000   ,      17.00,       37865,   2.10,    0.59,  16,   2.10,  97.90,  10015,   1650780,   0.59,  97.31,     10000,      9171
   36 , 16  ,     20.0000   ,      17.00,       77855,   4.33,    1.18,  16,   4.33,  95.67,  20245,   1673460,   1.14,  94.53,     10000,      9297
   36 , 16  ,     30.0000   ,      17.00,       95780,   5.32,    1.76,  16,   5.32,  94.68,  24820,   1649160,   1.40,  93.28,     10000,      9162
   36 , 16  ,     40.0000   ,      17.00,      147255,   8.18,    2.35,  16,   8.18,  91.82,  38325,   1529820,   2.24,  89.58,     10000,      8499
   36 , 16  ,     50.0000   ,      17.00,      158255,   8.79,    2.94,  16,   8.79,  91.21,  40645,   1586880,   2.28,  88.93,     10000,      8816
   36 , 16  ,     60.0000   ,      17.00,      177865,   9.88,    3.53,  16,   9.88,  90.12,  47135,   1546200,   2.67,  87.45,     10000,      8590
   36 , 16  ,     70.0000   ,      17.00,      221700,  12.32,    4.12,  16,  12.32,  87.68,  57480,   1472220,   3.29,  84.39,     10000,      8179
   36 , 16  ,     80.0000   ,      17.00,      231665,  12.87,    4.71,  16,  12.87,  87.13,  60295,   1487880,   3.39,  83.74,     10000,      8266
   36 , 16  ,     90.0000   ,      17.00,      240385,  13.35,    5.29,  16,  13.35,  86.65,  60035,   1494180,   3.35,  83.30,     10000,      8301
   36 , 16  ,    100.0000   ,      17.00,      258285,  14.35,    5.88,  16,  14.35,  85.65,  65535,   1417140,   3.79,  81.87,     10000,      7873
   36 , 16  ,     10.0000   ,      19.00,       36465,   2.03,    0.53,  16,   2.03,  97.97,   9615,   1746720,   0.54,  97.44,     10000,      9704
   36 , 16  ,     20.0000   ,      19.00,       70605,   3.92,    1.05,  16,   3.92,  96.08,  18315,   1699740,   1.02,  95.05,     10000,      9443
   36 , 16  ,     30.0000   ,      19.00,       88880,   4.94,    1.58,  16,   4.94,  95.06,  23260,   1636920,   1.33,  93.73,     10000,      9094
   36 , 16  ,     40.0000   ,      19.00,      137310,   7.63,    2.11,  16,   7.63,  92.37,  34950,   1611720,   1.96,  90.41,     10000,      8954
   36 , 16  ,     50.0000   ,      19.00,      146525,   8.14,    2.63,  16,   8.14,  91.86,  37975,   1599660,   2.13,  89.73,     10000,      8887
   36 , 16  ,     60.0000   ,      19.00,      143400,   7.97,    3.16,  16,   7.97,  92.03,  37320,   1574820,   2.13,  89.90,     10000,      8749
   36 , 16  ,     70.0000   ,      19.00,      203000,  11.28,    3.68,  16,  11.28,  88.72,  52960,   1537380,   2.95,  85.77,     10000,      8541
   36 , 16  ,     80.0000   ,      19.00,      200920,  11.16,    4.21,  16,  11.16,  88.84,  51260,   1472760,   2.99,  85.85,     10000,      8182
   36 , 16  ,     90.0000   ,      19.00,      199825,  11.10,    4.74,  16,  11.10,  88.90,  49475,   1545480,   2.76,  86.14,     10000,      8586
   36 , 16  ,    100.0000   ,      19.00,      251040,  13.95,    5.26,  16,  13.95,  86.05,  63960,   1464660,   3.60,  82.45,     10000,      8137
   36 , 17  ,     10.0000   ,       1.00,      384325,  21.35,   10.00,  17,  21.35,  78.65, 109055,   1228680,   6.41,  72.24,     10000,      6826
   36 , 17  ,     20.0000   ,       1.00,      591400,  32.86,   20.00,  17,  32.86,  67.14, 167660,    985860,   9.76,  57.39,     10000,      5477
   36 , 17  ,     30.0000   ,       1.00,      760325,  42.24,   30.00,  17,  42.24,  57.76, 215635,    777060,  12.55,  45.21,     10000,      4317
   36 , 17  ,     40.0000   ,       1.00,      799865,  44.44,   40.00,  17,  44.44,  55.56, 226495,    736020,  13.07,  42.49,     10000,      4089
   36 , 17  ,     50.0000   ,       1.00,      873875,  48.55,   50.00,  17,  48.55,  51.45, 247705,    645120,  14.27,  37.18,     10000,      3584
   36 , 17  ,     60.0000   ,       1.00,      937375,  52.08,   60.00,  17,  52.08,  47.92, 264125,    568800,  15.20,  32.73,     10000,      3160
   36 , 17  ,     70.0000   ,       1.00,     1012190,  56.23,   70.00,  17,  56.23,  43.77, 284170,    469440,  16.50,  27.26,     10000,      2608
   36 , 17  ,     80.0000   ,       1.00,     1064375,  59.13,   80.00,  17,  59.13,  40.87, 297145,    413100,  17.10,  23.77,     10000,      2295
   36 , 17  ,     90.0000   ,       1.00,     1089655,  60.54,   90.00,  17,  60.54,  39.46, 306425,    380520,  17.60,  21.86,     10000,      2114
   36 , 17  ,    100.0000   ,       1.00,     1119905,  62.22,  100.00,  17,  62.22,  37.78, 318115,    341100,  18.23,  19.55,     10000,      1895
   36 , 17  ,     10.0000   ,       3.00,      168915,   9.38,    3.33,  17,   9.38,  90.62,  47445,   1536660,   2.71,  87.90,     10000,      8537
   36 , 17  ,     20.0000   ,       3.00,      274870,  15.27,    6.67,  17,  15.27,  84.73,  78110,   1417860,   4.42,  80.31,     10000,      7877
   36 , 17  ,     30.0000   ,       3.00,      384740,  21.37,   10.00,  17,  21.37,  78.63, 109360,   1281780,   6.18,  72.44,     10000,      7121
   36 , 17  ,     40.0000   ,       3.00,      452205,  25.12,   13.33,  17,  25.12,  74.88, 127935,   1192320,   7.26,  67.62,     10000,      6624
   36 , 17  ,     50.0000   ,       3.00,      480230,  26.68,   16.67,  17,  26.68,  73.32, 135910,   1165140,   7.66,  65.66,     10000,      6473
   36 , 17  ,     60.0000   ,       3.00,      559335,  31.07,   20.00,  17,  31.07,  68.93, 157425,   1049940,   8.99,  59.94,     10000,      5833
   36 , 17  ,     70.0000   ,       3.00,      660980,  36.72,   23.33,  17,  36.72,  63.28, 185020,    936360,  10.44,  52.84,     10000,      5202
   36 , 17  ,     80.0000   ,       3.00,      709710,  39.43,   26.67,  17,  39.43,  60.57, 196230,    876600,  11.08,  49.49,     10000,      4870
   36 , 17  ,     90.0000   ,       3.00,      767605,  42.64,   30.00,  17,  42.64,  57.36, 216815,    799560,  12.24,  45.12,     10000,      4442
   36 , 17  ,    100.0000   ,       3.00,      797050,  44.28,   33.33,  17,  44.28,  55.72, 229310,    758160,  12.94,  42.78,     10000,      4212
   36 , 17  ,     10.0000   ,       5.00,      120725,   6.71,    2.00,  17,   6.71,  93.29,  33715,   1615320,   1.91,  91.39,     10000,      8974
   36 , 17  ,     20.0000   ,       5.00,      177720,   9.87,    4.00,  17,   9.87,  90.13,  49980,   1542420,   2.83,  87.30,     10000,      8569
   36 , 17  ,     30.0000   ,       5.00,      248240,  13.79,    6.00,  17,  13.79,  86.21,  69640,   1458360,   3.93,  82.28,     10000,      8102
   36 , 17  ,     40.0000   ,       5.00,      288650,  16.04,    8.00,  17,  16.04,  83.96,  81610,   1400940,   4.62,  79.34,     10000,      7783
   36 , 17  ,     50.0000   ,       5.00,      316850,  17.60,   10.00,  17,  17.60,  82.40,  89230,   1360620,   5.07,  77.33,     10000,      7559
   36 , 17  ,     60.0000   ,       5.00,      380750,  21.15,   12.00,  17,  21.15,  78.85, 105970,   1239660,   6.21,  72.64,     10000,      6887
   36 , 17  ,     70.0000   ,       5.00,      470555,  26.14,   14.00,  17,  26.14,  73.86, 133885,   1179360,   7.53,  66.33,     10000,      6552
   36 , 17  ,     80.0000   ,       5.00,      506495,  28.14,   16.00,  17,  28.14,  71.86, 138445,   1143000,   7.76,  64.10,     10000,      6350
   36 , 17  ,     90.0000   ,       5.00,      590425,  32.80,   18.00,  17,  32.80,  67.20, 167375,   1028880,   9.40,  57.80,     10000,      5716
   36 , 17  ,    100.0000   ,       5.00,      634410,  35.24,   20.00,  17,  35.24,  64.76, 182790,    945180,  10.49,  54.26,     10000,      5251
   36 , 17  ,     10.0000   ,       7.00,       87090,   4.84,    1.43,  17,   4.84,  95.16,  24330,   1651500,   1.38,  93.78,     10000,      9175
   36 , 17  ,     20.0000   ,       7.00,      127605,   7.09,    2.86,  17,   7.09,  92.91,  36555,   1591560,   2.09,  90.82,     10000,      8842
   36 , 17  ,     30.0000   ,       7.00,      194050,  10.78,    4.29,  17,  10.78,  89.22,  54890,   1526220,   3.10,  86.12,     10000,      8479
   36 , 17  ,     40.0000   ,       7.00,      222420,  12.36,    5.71,  17,  12.36,  87.64,  62520,   1504440,   3.50,  84.15,     10000,      8358
   36 , 17  ,     50.0000   ,       7.00,      251070,  13.95,    7.14,  17,  13.95,  86.05,  70590,   1433160,   4.04,  82.01,     10000,      7962
   36 , 17  ,     60.0000   ,       7.00,      307410,  17.08,    8.57,  17,  17.08,  82.92,  86250,   1373220,   4.90,  78.02,     10000,      7629
   36 , 17  ,     70.0000   ,       7.00,      382075,  21.23,   10.00,  17,  21.23,  78.77, 107345,   1283580,   6.08,  72.69,     10000,      7131
   36 , 17  ,     80.0000   ,       7.00,      395200,  21.96,   11.43,  17,  21.96,  78.04, 109700,   1276740,   6.18,  71.87,     10000,      7093
   36 , 17  ,     90.0000   ,       7.00,      467565,  25.98,   12.86,  17,  25.98,  74.02, 131835,   1189620,   7.39,  66.64,     10000,      6609
   36 , 17  ,    100.0000   ,       7.00,      517845,  28.77,   14.29,  17,  28.77,  71.23, 149955,   1102140,   8.53,  62.70,     10000,      6123
   36 , 17  ,     10.0000   ,       9.00,       71270,   3.96,    1.11,  17,   3.96,  96.04,  19810,   1664100,   1.13,  94.91,     10000,      9245
   36 , 17  ,     20.0000   ,       9.00,       96430,   5.36,    2.22,  17,   5.36,  94.64,  27770,   1659960,   1.56,  93.09,     10000,      9222
   36 , 17  ,     30.0000   ,       9.00,      143215,   7.96,    3.33,  17,   7.96,  92.04,  40205,   1607580,   2.25,  89.80,     10000,      8931
   36 , 17  ,     40.0000   ,       9.00,      182200,  10.12,    4.44,  17,  10.12,  89.88,  51800,   1506780,   2.99,  86.89,     10000,      8371
   36 , 17  ,     50.0000   ,       9.00,      204125,  11.34,    5.56,  17,  11.34,  88.66,  57955,   1528920,   3.24,  85.42,     10000,      8494
   36 , 17  ,     60.0000   ,       9.00,      246730,  13.71,    6.67,  17,  13.71,  86.29,  69350,   1476000,   3.87,  82.42,     10000,      8200
   36 , 17  ,     70.0000   ,       9.00,      315930,  17.55,    7.78,  17,  17.55,  82.45,  88710,   1371060,   5.01,  77.44,     10000,      7617
   36 , 17  ,     80.0000   ,       9.00,      300640,  16.70,    8.89,  17,  16.70,  83.30,  82580,   1409580,   4.61,  78.69,     10000,      7831
   36 , 17  ,     90.0000   ,       9.00,      390455,  21.69,   10.00,  17,  21.69,  78.31, 110845,   1271160,   6.28,  72.03,     10000,      7062
   36 , 17  ,    100.0000   ,       9.00,      427945,  23.77,   11.11,  17,  23.77,  76.23, 125375,   1205820,   7.18,  69.05,     10000,      6699
   36 , 17  ,     10.0000   ,      11.00,       58675,   3.26,    0.91,  17,   3.26,  96.74,  16205,   1698660,   0.91,  95.83,     10000,      9437
   36 , 17  ,     20.0000   ,      11.00,       77360,   4.30,    1.82,  17,   4.30,  95.70,  22000,   1674000,   1.24,  94.46,     10000,      9300
   36 , 17  ,     30.0000   ,      11.00,      116590,   6.48,    2.73,  17,   6.48,  93.52,  32990,   1595700,   1.89,  91.63,     10000,      8865
   36 , 17  ,     40.0000   ,      11.00,      144815,   8.05,    3.64,  17,   8.05,  91.95,  41485,   1554480,   2.39,  89.56,     10000,      8636
   36 , 17  ,     50.0000   ,      11.00,      178510,   9.92,    4.55,  17,   9.92,  90.08,  50270,   1525860,   2.87,  87.21,     10000,      8477
   36 , 17  ,     60.0000   ,      11.00,      211120,  11.73,    5.45,  17,  11.73,  88.27,  57980,   1498680,   3.29,  84.98,     10000,      8326
   36 , 17  ,     70.0000   ,      11.00,      257090,  14.28,    6.36,  17,  14.28,  85.72,  72670,   1461420,   4.06,  81.66,     10000,      8119
   36 , 17  ,     80.0000   ,      11.00,      267145,  14.84,    7.27,  17,  14.84,  85.16,  72515,   1426500,   4.12,  81.04,     10000,      7925
   36 , 17  ,     90.0000   ,      11.00,      332765,  18.49,    8.18,  17,  18.49,  81.51,  92935,   1367100,   5.19,  76.32,     10000,      7595
   36 , 17  ,    100.0000   ,      11.00,      356455,  19.80,    9.09,  17,  19.80,  80.20, 103265,   1311300,   5.85,  74.34,     10000,      7285
   36 , 17  ,     10.0000   ,      13.00,       49255,   2.74,    0.77,  17,   2.74,  97.26,  13565,   1678320,   0.78,  96.48,     10000,      9324
   36 , 17  ,     20.0000   ,      13.00,       62645,   3.48,    1.54,  17,   3.48,  96.52,  17635,   1672020,   1.01,  95.51,     10000,      9289
   36 , 17  ,     30.0000   ,      13.00,      108755,   6.04,    2.31,  17,   6.04,  93.96,  30745,   1627560,   1.74,  92.22,     10000,      9042
   36 , 17  ,     40.0000   ,      13.00,      129285,   7.18,    3.08,  17,   7.18,  92.82,  36135,   1561860,   2.10,  90.72,     10000,      8677
   36 , 17  ,     50.0000   ,      13.00,      164470,   9.14,    3.85,  17,   9.14,  90.86,  45950,   1513080,   2.68,  88.18,     10000,      8406
   36 , 17  ,     60.0000   ,      13.00,      190320,  10.57,    4.62,  17,  10.57,  89.43,  51960,   1527840,   2.94,  86.49,     10000,      8488
   36 , 17  ,     70.0000   ,      13.00,      230985,  12.83,    5.38,  17,  12.83,  87.17,  63675,   1348200,   3.93,  83.24,     10000,      7490
   36 , 17  ,     80.0000   ,      13.00,      233775,  12.99,    6.15,  17,  12.99,  87.01,  63225,   1465560,   3.60,  83.41,     10000,      8142
   36 , 17  ,     90.0000   ,      13.00,      295230,  16.40,    6.92,  17,  16.40,  83.60,  81150,   1349280,   4.74,  78.86,     10000,      7496
   36 , 17  ,    100.0000   ,      13.00,      318795,  17.71,    7.69,  17,  17.71,  82.29,  90885,   1384200,   5.07,  77.22,     10000,      7690
   36 , 17  ,     10.0000   ,      15.00,       42810,   2.38,    0.67,  17,   2.38,  97.62,  12090,   1718460,   0.68,  96.94,     10000,      9547
   36 , 17  ,     20.0000   ,      15.00,       52060,   2.89,    1.33,  17,   2.89,  97.11,  14360,   1661580,   0.83,  96.28,     10000,      9231
   36 , 17  ,     30.0000   ,      15.00,      100665,   5.59,    2.00,  17,   5.59,  94.41,  28215,   1657620,   1.58,  92.83,     10000,      9209
   36 , 17  ,     40.0000   ,      15.00,      107835,   5.99,    2.67,  17,   5.99,  94.01,  29685,   1611540,   1.70,  92.31,     10000,      8953
   36 , 17  ,     50.0000   ,      15.00,      146835,   8.16,    3.33,  17,   8.16,  91.84,  39645,   1595700,   2.23,  89.62,     10000,      8865
   36 , 17  ,     60.0000   ,      15.00,      158010,   8.78,    4.00,  17,   8.78,  91.22,  42870,   1520100,   2.50,  88.72,     10000,      8445
   36 , 17  ,     70.0000   ,      15.00,      212780,  11.82,    4.67,  17,  11.82,  88.18,  58300,   1515780,   3.27,  84.91,     10000,      8421
   36 , 17  ,     80.0000   ,      15.00,      211360,  11.74,    5.33,  17,  11.74,  88.26,  57200,   1520100,   3.20,  85.06,     10000,      8445
   36 , 17  ,     90.0000   ,      15.00,      273350,  15.19,    6.00,  17,  15.19,  84.81,  75850,   1415520,   4.31,  80.50,     10000,      7864
   36 , 17  ,    100.0000   ,      15.00,      261145,  14.51,    6.67,  17,  14.51,  85.49,  73835,   1459260,   4.12,  81.37,     10000,      8107
   36 , 17  ,     10.0000   ,      17.00,       37155,   2.06,    0.59,  17,   2.06,  97.94,  10725,   1740240,   0.60,  97.34,     10000,      9668
   36 , 17  ,     20.0000   ,      17.00,       49855,   2.77,    1.18,  17,   2.77,  97.23,  13865,   1705680,   0.78,  96.45,     10000,      9476
   36 , 17  ,     30.0000   ,      17.00,       87555,   4.86,    1.76,  17,   4.86,  95.14,  24405,   1668960,   1.37,  93.76,     10000,      9272
   36 , 17  ,     40.0000   ,      17.00,       99270,   5.51,    2.35,  17,   5.51,  94.49,  27450,   1614060,   1.58,  92.90,     10000,      8967
   36 , 17  ,     50.0000   ,      17.00,      132240,   7.35,    2.94,  17,   7.35,  92.65,  35700,   1614960,   2.00,  90.65,     10000,      8972
   36 , 17  ,     60.0000   ,      17.00,      144575,   8.03,    3.53,  17,   8.03,  91.97,  39205,   1581120,   2.23,  89.74,     10000,      8784
   36 , 17  ,     70.0000   ,      17.00,      175840,   9.77,    4.12,  17,   9.77,  90.23,  48260,   1570140,   2.69,  87.54,     10000,      8723
   36 , 17  ,     80.0000   ,      17.00,      185635,  10.31,    4.71,  17,  10.31,  89.69,  49805,   1541520,   2.81,  86.88,     10000,      8564
   36 , 17  ,     90.0000   ,      17.00,      239795,  13.32,    5.29,  17,  13.32,  86.68,  67465,   1469700,   3.80,  82.87,     10000,      8165
   36 , 17  ,    100.0000   ,      17.00,      249505,  13.86,    5.88,  17,  13.86,  86.14,  70355,   1475280,   3.92,  82.22,     10000,      8196
   36 , 17  ,     10.0000   ,      19.00,       31220,   1.73,    0.53,  17,   1.73,  98.27,   8740,   1580760,   0.54,  97.73,     10000,      8782
   36 , 17  ,     20.0000   ,      19.00,       48185,   2.68,    1.05,  17,   2.68,  97.32,  13375,   1719540,   0.75,  96.57,     10000,      9553
   36 , 17  ,     30.0000   ,      19.00,       81950,   4.55,    1.58,  17,   4.55,  95.45,  23170,   1688580,   1.29,  94.16,     10000,      9381
   36 , 17  ,     40.0000   ,      19.00,       88065,   4.89,    2.11,  17,   4.89,  95.11,  24255,   1662300,   1.37,  93.74,     10000,      9235
   36 , 17  ,     50.0000   ,      19.00,      115520,   6.42,    2.63,  17,   6.42,  93.58,  31000,   1596420,   1.78,  91.80,     10000,      8869
   36 , 17  ,     60.0000   ,      19.00,      125040,   6.95,    3.16,  17,   6.95,  93.05,  34080,   1609200,   1.93,  91.12,     10000,      8940
   36 , 17  ,     70.0000   ,      19.00,      146125,   8.12,    3.68,  17,   8.12,  91.88,  39815,   1584540,   2.25,  89.63,     10000,      8803
   36 , 17  ,     80.0000   ,      19.00,      161040,   8.95,    4.21,  17,   8.95,  91.05,  43260,   1547100,   2.48,  88.58,     10000,      8595
   36 , 17  ,     90.0000   ,      19.00,      208905,  11.61,    4.74,  17,  11.61,  88.39,  57855,   1520460,   3.24,  85.15,     10000,      8447
   36 , 17  ,    100.0000   ,      19.00,      220915,  12.27,    5.26,  17,  12.27,  87.73,  62585,   1462500,   3.60,  84.13,     10000,      8125
   36 , 18  ,     10.0000   ,       1.00,      361665,  20.09,   10.00,  18,  20.09,  79.91, 115515,   1250820,   6.76,  73.15,     10000,      6949
   36 , 18  ,     20.0000   ,       1.00,      620280,  34.46,   20.00,  18,  34.46,  65.54, 193140,    931320,  11.26,  54.28,     10000,      5174
   36 , 18  ,     30.0000   ,       1.00,      702960,  39.05,   30.00,  18,  39.05,  60.95, 214860,    840240,  12.41,  48.54,     10000,      4668
   36 , 18  ,     40.0000   ,       1.00,      830585,  46.14,   40.00,  18,  46.14,  53.86, 252295,    679500,  14.58,  39.27,     10000,      3775
   36 , 18  ,     50.0000   ,       1.00,      899605,  49.98,   50.00,  18,  49.98,  50.02, 275435,    591300,  15.90,  34.13,     10000,      3285
   36 , 18  ,     60.0000   ,       1.00,      953040,  52.95,   60.00,  18,  52.95,  47.05, 287160,    525600,  16.62,  30.43,     10000,      2920
   36 , 18  ,     70.0000   ,       1.00,     1013475,  56.30,   70.00,  18,  56.30,  43.70, 312405,    447840,  17.96,  25.74,     10000,      2488
   36 , 18  ,     80.0000   ,       1.00,     1035685,  57.54,   80.00,  18,  57.54,  42.46, 322955,    418500,  18.50,  23.97,     10000,      2325
   36 , 18  ,     90.0000   ,       1.00,     1083780,  60.21,   90.00,  18,  60.21,  39.79, 330840,    363960,  18.95,  20.84,     10000,      2022
   36 , 18  ,    100.0000   ,       1.00,     1073785,  59.65,  100.00,  18,  59.65,  40.35, 323555,    383400,  18.46,  21.88,     10000,      2130
   36 , 18  ,     10.0000   ,       3.00,      151335,   8.41,    3.33,  18,   8.41,  91.59,  48825,   1560600,   2.78,  88.81,     10000,      8670
   36 , 18  ,     20.0000   ,       3.00,      332105,  18.45,    6.67,  18,  18.45,  81.55, 103315,   1333260,   5.86,  75.68,     10000,      7407
   36 , 18  ,     30.0000   ,       3.00,      354120,  19.67,   10.00,  18,  19.67,  80.33, 107580,   1314900,   6.07,  74.25,     10000,      7305
   36 , 18  ,     40.0000   ,       3.00,      449945,  25.00,   13.33,  18,  25.00,  75.00, 137575,   1191960,   7.76,  67.24,     10000,      6622
   36 , 18  ,     50.0000   ,       3.00,      537685,  29.87,   16.67,  18,  29.87,  70.13, 163595,   1079280,   9.23,  60.90,     10000,      5996
   36 , 18  ,     60.0000   ,       3.00,      609470,  33.86,   20.00,  18,  33.86,  66.14, 184150,    987840,  10.39,  55.75,     10000,      5488
   36 , 18  ,     70.0000   ,       3.00,      662970,  36.83,   23.33,  18,  36.83,  63.17, 205350,    913500,  11.59,  51.57,     10000,      5075
   36 , 18  ,     80.0000   ,       3.00,      691915,  38.44,   26.67,  18,  38.44,  61.56, 217985,    871560,  12.32,  49.24,     10000,      4842
